*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=steelsquid_PIIO_v1_0
*Date=11:00:53
*CreatedBy=Fritzing 0.9.2b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
467;;;17.3609;-11.8874;0;Bottom;Copper Fill144
468;;;36.3986;-93.6484;0;Bottom;TXT2
469;;DIP (Dual Inline) [THT];81.5193;-41.2625;90;Bottom;DIP_SWITCH
470;;;61.5442;-24.7144;0;Bottom;Copper Fill226
471;;;30.2081;-24.379;0;Bottom;TXT1
472;;;116.552;-33.1944;-90;Bottom;TXT2
473;;;43.4074;-56.6319;0;Bottom;TXT1
474;;;93.2053;-92.8372;0;Bottom;Copper Fill153
475;;;15.3797;-89.84;0;Bottom;Copper Fill67
476;;;113.95;-63.29;0;Bottom;TXT1
477;;;110.397;-81.16;-90;Bottom;TXT1
478;;THT;117.397;-23.165;180;Bottom;UART278
479;;;28.8463;-23.3912;0;Bottom;TXT2
480;;;119.443;-18.082;-90;Bottom;TXT2
481;;3 mm [THT];113.904;-11.044;180;Bottom;ERROR
482;;;58.9097;-24.7869;-90;Bottom;TXT1
483;;;102.177;-29.9433;0;Bottom;TXT1
484;;;3.9116;-23.9524;0;Bottom;Copper Fill224
485;;;118.415;-52.1083;0;Bottom;Copper Fill289
486;;;103.427;-96.19;0;Bottom;Via277
487;;THT;33.8943;-49.2;-90;Bottom;SPI2
488;;;22.9077;-33.5268;-90;Bottom;TXT1
489;;;38.8231;-1.50082;0;Bottom;TXT1
490;;THT;77.7446;-8.8775;90;Bottom;S21
491;;;118.987;-83.2828;-90;Bottom;TXT1
492;;;18.4496;-23.4047;0;Bottom;TXT2
493;;;77.6605;-44.12;0;Bottom;Copper Fill8
494;;;13.8557;-65.2528;0;Bottom;Copper Fill275
495;;;113.005;-9.2331;0;Bottom;Copper Fill39
496;;;67.8956;-50.7322;0;Bottom;TXT1
497;;THT;36.3519;-85.0657;0;Bottom;UART242
498;;;89.4623;-25.3549;0;Bottom;TXT1
499;560k;THT;111.075;-69.6048;-79.5183;Bottom;560k?
500;;;112.585;-79.6826;-90;Bottom;TXT1
501;;;7.91063;-73.9631;-90;Bottom;IMG1
502;;;44.45;-47.2442;0;Bottom;Copper Fill217
503;;;48.76;-42.639;0;Bottom;TXT1
504;;;77.6453;-49.9149;0;Bottom;TXT1
505;560;THT;60.8818;-48.2475;90;Bottom;560?
506;;;99.9345;-32.6899;0;Bottom;Via325
507;;;88.6079;-78.3464;-90;Bottom;TXT1
508;;;33.8942;-56.679;0;Bottom;TXT1
509;;;103.273;-43.4511;90;Bottom;TXT1
510;;;66.2305;-6.274;0;Bottom;Copper Fill119
511;;;115.096;-10.818;0;Bottom;TXT1
512;;THT;30.8463;-63.0207;-90;Bottom;UART300
513;;;43.6308;-8.23319;-90;Bottom;TXT1
514;;;94.0945;-77.0555;0;Bottom;TXT1
515;;;92.0601;-98.1039;0;Bottom;TXT1
516;;;85.2184;-61.2147;0;Bottom;blkr66
517;;;103.365;-40.6656;0;Bottom;Copper Fill251
518;;;105.264;-20.8381;-90;Bottom;TXT1
519;;;6.49873;-14.3052;0;Top;blkr41
520;;;2.3622;-94.3231;0;Bottom;Copper Fill104
521;;;105.967;-5.06751;0;Bottom;Via315
522;;;4.3053;-26.7972;0;Bottom;Copper Fill271
523;;;11.8872;-14.0083;0;Bottom;Copper Fill96
524;;;44.1345;-45.7786;-90;Bottom;TXT2
525;47;THT;87.3402;-66.5919;90;Bottom;47?
526;;;99.9345;-40.3099;0;Bottom;Via329
527;;THT;8.49432;-3.1625;90;Bottom;J159
528;;THT;26.3449;-5.7025;90;Bottom;J154
529;;;44.7201;-26.0258;0;Bottom;TXT2
530;;;93.3168;-49.5415;0;Top;blkr84
531;;;55.6594;-60.7543;-90;Bottom;TXT2
532;;THT;117.397;-43.1675;180;Bottom;UART267
533;;;60.388;-73.6122;-90;Bottom;TXT1
534;;300 mil [THT];47.3953;-97.2116;15.6612;Bottom;1N4007
535;;;57.0209;-76.1992;0;Bottom;TXT1
536;;;15.4371;-90.5644;0;Bottom;TXT1
537;;;115.174;-38.5226;0;Bottom;TXT1
538;;;70.0405;-1.5496;0;Bottom;Copper Fill118
539;;;105.648;-27.3739;0;Bottom;TXT1
540;;;99.9345;-37.7699;0;Bottom;Via323
541;;;66.5353;-39.675;0;Bottom;Copper Fill123
542;;;60.4266;-88.7478;0;Bottom;Copper Fill204
543;;;12.7769;-43.9977;0;Bottom;TXT1
544;;DIP (Dual Inline) [THT];46.2768;-10.1475;90;Bottom;ULN2803A1
545;;;99.9345;-27.6099;0;Bottom;Via327
546;;;67.9202;-59.0705;0;Bottom;TXT2
547;;THT;23.4521;-20.9425;90;Bottom;J149
548;;;25.2726;-32.168;0;Bottom;TXT1
549;;;97.2442;-74.4449;0;Bottom;TXT1
550;;THT;114.208;-27.9416;0;Bottom;J160
551;;;119.443;-58.4045;-90;Bottom;TXT2
552;;DIP (Dual Inline) [THT];72.9468;-23.4825;90;Bottom;IC5
553;;;58.1596;-59.6547;0;Bottom;TXT1
554;;;61.4687;-65.5571;0;Bottom;TXT1
555;;;30.4158;-16.1281;-90;Bottom;TXT1
556;;;36.4991;-88.528;0;Bottom;Via6
557;;;101.325;-68.8345;0;Bottom;blkr62
558;;;26.2509;-2.21;0;Bottom;Copper Fill143
559;;;43.1471;-69.4594;0;Top;blkr8
560;;THT;59.4848;-97.0155;-90;Bottom;J142
561;;;14.7879;-45.1942;0;Bottom;TXT1
562;;3 mm [THT];113.904;-18.664;180;Bottom;NET
563;;;111.738;-23.0875;90;Bottom;TXT1
564;;;80.2005;-49.0222;0;Bottom;Copper Fill116
565;;;66.1505;-69.8333;0;Top;blkr12
566;;;66.5476;-21.373;0;Bottom;TXT1
567;;;12.7;-95.9995;0;Bottom;Copper Fill54
568;;;92.0971;-94.8083;0;Bottom;TXT1
569;10?F;100 mil [THT, tantalum];97.0768;-89.205;90;Bottom;10uF
570;;;118.364;-41.9483;0;Bottom;Copper Fill129
571;220;THT;109.999;-23.813;113.065;Bottom;220?
572;;;37.154;-45.7091;-90;Bottom;TXT2
573;;;113.005;-47.0791;0;Bottom;Copper Fill27
574;;;107.554;-42.8499;0;Bottom;Via334
575;;;4.75972;-9.59696;-90;Bottom;TXT1
576;;;30.2145;-93.1484;90;Bottom;TXT2
577;;;94.1705;-42.6214;0;Bottom;Copper Fill200
578;;;75.8082;-2.43832;0;Bottom;TXT1
579;;;37.2872;-95.9995;0;Bottom;Copper Fill255
580;;;45.7416;-62.7937;0;Bottom;TXT1
581;;;109.677;-77.2035;0;Bottom;Copper Fill193
582;;;53.9825;-11.6201;-90;Bottom;TXT1
583;;;22.8092;-34.9887;0;Bottom;Copper Fill165
584;;;101.919;-27.4594;0;Bottom;TXT1
585;;;11.9283;-67.897;0;Bottom;TXT1
586;;;76.6988;-25.3537;0;Bottom;TXT1
587;;;90.6653;-97.587;0;Bottom;Copper Fill46
588;;;5.06885;-91.8632;0;Bottom;TXT1
589;;;112.42;-32.9694;0;Bottom;Copper Fill225
590;;3 mm [THT];113.904;-58.9865;180;Bottom;LED_5
591;;;115.537;-21.784;0;Top;blkr30
592;;;12.3437;-16.2893;-90;Bottom;TXT2
593;;;75.819;-4.0896;0;Bottom;Copper Fill233
594;;;118.349;-74.6;0;Bottom;Via284
595;;;66.5353;-58.217;0;Bottom;Copper Fill137
596;;;4.46191;-30.5617;-90;Bottom;TXT2
597;;;65.7832;-80.6383;0;Bottom;TXT1
598;;;104.991;-11.5572;0;Bottom;Copper Fill238
599;;;97.354;-60.126;0;Top;blkr23
600;;;43.6709;-42.639;0;Bottom;TXT1
601;;;31.3499;-60.2168;-90;Bottom;TXT2
602;100nF;200 mil [THT, multilayer];24.0518;-40.6275;-3.18056e-15;Bottom;100nF
603;;;88.1253;-95.5296;0;Bottom;Copper Fill151
604;;;44.1303;-18.1482;0;Bottom;TXT2
605;;;56.1193;-34.2774;0;Bottom;Pad2
606;;;81.4705;-1.5496;0;Bottom;Copper Fill308
607;;;3.87714;-49.056;-90;Bottom;TXT2
608;;;109.029;-85.9806;0;Bottom;TXT1
609;;;62.6106;-66.3451;0;Bottom;TXT1
610;;;114.678;-96.072;0;Bottom;IMG2
611;;;73.2039;-89.9206;0;Top;blkr17
612;;;63.5762;-54.6483;0;Bottom;Copper Fill33
613;;;14.1531;-60.3056;-90;Bottom;TXT2
614;;;104.168;-68.8346;0;Top;blkr21
615;;;54.7162;-33.6778;0;Bottom;TXT1
616;;;17.6195;-62.2763;0;Top;blkr87
617;;;32.229;-91.7165;0;Bottom;TXT1
618;;;74.1704;-25.2973;0;Bottom;TXT1
619;;;7.95952;-79.19;0;Bottom;TXT2
620;;THT;36.3003;-95.9783;0;Bottom;UART245
621;;;84.362;-25.3712;0;Bottom;TXT1
622;;;16.9164;-88.2779;0;Bottom;Copper Fill261
623;;;54.3681;-44.6874;-90;Bottom;TXT2
624;;;116.706;-79.7606;0;Bottom;blkr60
625;;cpol-radial-100uf-25v;12.6218;-66.0276;0;Bottom;220uF_16V
626;;;11.3157;-72.822;0;Bottom;Copper Fill40
627;;;16.4318;-36.1825;0;Bottom;Via311
628;;;53.408;-21.5826;0;Top;blkr52
629;;;89.3318;-80.315;0;Bottom;Copper Fill1
630;;;85.6523;-55.9435;0;Top;blkr81
631;;;48.9025;-11.6904;-90;Bottom;TXT1
632;;;66.5353;-26.4162;0;Bottom;Copper Fill306
633;;;58.3057;-65.964;0;Bottom;Copper Fill106
634;;THT;11.6927;-85.0657;0;Bottom;UART233
635;;;54.3052;-28.6387;0;Bottom;Copper Fill159
636;;;10.6426;-95.9995;0;Bottom;Copper Fill53
637;;;30.0818;-14.3044;0;Bottom;TXT1
638;;THT;8.49432;-26.0225;90;Bottom;J146
639;;;62.8105;-72.5774;0;Bottom;TXT1
640;;;70.1185;-17.2477;0;Bottom;TXT1
641;;;67.8053;-34.8744;0;Bottom;Copper Fill13
642;;;42.2529;-79.2736;0;Bottom;Copper Fill66
643;;;81.2798;-29.231;0;Bottom;TXT2
644;;;40.5253;-36.1781;0;Bottom;TXT1
645;;;77.6605;-49.0222;0;Bottom;Copper Fill115
646;;;30.8794;-70.5472;0;Bottom;IMG2
647;;;73.6092;-2.5783;0;Bottom;Copper Fill299
648;;;60.0537;-29.5947;0;Bottom;TXT1
649;;;93.6594;-71.9755;0;Bottom;TXT1
650;;;30.9188;-23.659;-90;Bottom;TXT1
651;;;103.85;-8.03084;0;Bottom;Via314
652;;;36.4617;-90.1448;0;Bottom;Copper Fill69
653;;;13.4448;-0.856647;0;Bottom;TXT1
654;;;11.0109;-14.91;0;Bottom;Copper Fill95
655;;;28.798;-0.878096;0;Bottom;TXT1
656;;;98.9457;-80.6452;0;Bottom;Copper Fill162
657;;;60.35;-76.4815;0;Bottom;TXT1
658;;;77.9018;-2.5783;0;Bottom;Copper Fill305
659;;;81.7856;-32.3143;0;Bottom;TXT1
660;;THT;107.872;-94.92;180;Bottom;UART269
661;;;62.4795;-90.1625;0;Top;blkr16
662;;;60.7471;-48.0979;90;Bottom;TXT1
663;;;28.7351;-20.859;0;Bottom;TXT2
664;;;35.9311;-9.06777;0;Bottom;TXT1
665;;THT;4.36682;-39.675;0;Bottom;UART272
666;;;118.415;-47.0791;0;Bottom;Copper Fill290
667;;;21.3451;-45.3554;-90;Bottom;TXT2
668;;;16.4085;-27.9782;0;Bottom;TXT1
669;560;THT;106.121;-60.4759;-135;Bottom;560?
670;;;11.8872;-14.0083;0;Bottom;Copper Fill273
671;;;48.1873;-36.1499;0;Bottom;TXT1
672;;;111.558;-63.8667;-90;Bottom;TXT1
673;;;6.94213;-94.285;0;Bottom;Via269
674;;;99.9345;-25.0699;0;Bottom;Via328
675;;;1.60012;-1.585;0;Bottom;blkr74
676;;;79.0702;-69.7625;90;Bottom;TXT1
677;;;53.8353;-28.1688;0;Bottom;Copper Fill157
678;;THT;30.2254;-85.0657;0;Bottom;UART234
679;;;100.252;-89.84;0;Bottom;Via282
680;;TO92 [THT];63.1831;-64.9006;165.318;Bottom;BC547B
681;;;89.3401;-21.3191;0;Bottom;TXT1
682;10nF;200 mil [THT, multilayer];47.5115;-78.7275;0;Bottom;10nF
683;;;84.251;-88.1467;0;Top;blkr18
684;;;65.2208;-94.7713;0;Bottom;TXT1
685;;;77.0509;-80.0356;0;Bottom;Copper Fill22
686;;;108.465;-83.3277;0;Bottom;TXT1
687;;;86.8893;-25.3831;0;Bottom;TXT1
688;;;16.0909;-42.0372;0;Bottom;Copper Fill89
689;;;3.3909;-93.2944;0;Bottom;Copper Fill274
690;;;5.9633;-85.3879;0;Bottom;TXT1
691;;;86.8172;-79.3879;0;Bottom;Copper Fill86
692;;;110.922;-69.3665;90;Bottom;TXT1
693;;;118.858;-79.542;90;Bottom;TXT1
694;;;107.83;-99.0558;0;Bottom;TXT1
695;;;6.3014;-4.47039;90;Bottom;TXT3
696;;;97.1544;-56.6649;0;Bottom;TXT1
697;;;65.9163;-67.2472;0;Bottom;TXT1
698;;THT;81.5193;-47.93;-90;Bottom;UART286
699;;;115.065;-58.984;0;Bottom;TXT1
700;;;77.7113;-6.274;0;Bottom;Copper Fill186
701;;;85.5853;-92.8372;0;Bottom;Copper Fill182
702;;;52.0569;-74.7631;-90;Bottom;TXT1
703;100nF;200 mil [THT, multilayer];66.5968;-73.6475;0;Bottom;100nF
704;;;97.2958;-54.0544;0;Bottom;TXT1
705;;;35.4238;-36.1487;0;Bottom;TXT1
706;;;11.6713;-94.9962;0;Bottom;Copper Fill52
707;;;81.8003;-25.3831;0;Bottom;TXT1
708;;THT;91.8698;-97.0155;-90;Bottom;J133
709;;;11.5464;-93.1931;90;Bottom;TXT2
710;;;71.9346;-29.788;0;Bottom;TXT1
711;;;119.443;-10.462;-90;Bottom;TXT2
712;;;67.5443;-17.3101;0;Bottom;TXT1
713;;;15.2872;-85.4514;0;Bottom;TXT1
714;;;105.184;-45.4511;0;Bottom;TXT1
715;;;19.9009;-11.8874;0;Bottom;Copper Fill44
716;;;32.5961;-45.8135;-90;Bottom;TXT2
717;;;70.583;-94.7289;0;Bottom;TXT1
718;;;105.504;-42.6997;0;Bottom;TXT1
719;;;81.4705;-1.5496;0;Bottom;Copper Fill199
720;;;17.0942;-26.0987;0;Bottom;Copper Fill142
721;;THT;26.2743;-8.2425;90;Bottom;J148
722;;THT;21.1943;-56.82;-90;Bottom;PCM1
723;;;7.03054;-71.5896;0;Bottom;TXT1
724;;;94.7453;-4.14057;0;Bottom;TXT2
725;;;101.181;-22.657;0;Bottom;Copper Fill155
726;;;81.8721;-70.3941;-90;Bottom;TXT1
727;;;38.5695;-42.6096;0;Bottom;TXT1
728;;THT;81.5193;-15.2275;-90;Bottom;J168
729;;;80.5668;-81.585;0;Bottom;Via285
730;;;22.6446;-15.7991;-90;Bottom;TXT2
731;;;102.389;-4.0844;0;Bottom;TXT2
732;;;64.5299;-35.8032;-90;Bottom;TXT2
733;100nF;200 mil [THT, multilayer];66.2793;-29.8325;0;Bottom;100nF
734;;;10.667;-90.7379;0;Bottom;TXT1
735;;;17.5648;-16.3127;-90;Bottom;TXT2
736;;;51.6199;-1.41897;0;Bottom;TXT1
737;;;46.0273;-15.8751;0;Bottom;TXT2
738;;;11.2461;-74.6;90;Bottom;TXT1
739;;;52.9641;-60.7168;-90;Bottom;TXT2
740;;;108.925;-98.4679;0;Bottom;TXT1
741;;;105.466;-47.7794;0;Bottom;TXT1
742;;;96.1243;-48.8825;0;Bottom;Via289
743;;;5.98819;-67.4976;0;Bottom;TXT2
744;;;65.3505;-76.3874;0;Bottom;TXT1
745;;;92.4553;-43.3437;-90;Bottom;TXT1
746;;;79.2726;-53.3295;0;Top;blkr80
747;;;39.8986;-59.5287;-90;Bottom;TXT2
748;;;31.0968;-71.7587;0;Bottom;TXT1
749;;;111.389;-48.2714;-90;Bottom;TXT1
750;;;13.6565;-27.9782;0;Bottom;TXT1
751;;;19.4384;-68.4883;90;Bottom;TXT1
752;;;104.188;-21.4818;0;Top;blkr31
753;;;111.389;-58.3916;-90;Bottom;TXT1
754;;;18.4496;-25.9447;0;Bottom;TXT2
755;;;64.0141;-42.822;-90;Bottom;TXT2
756;;;115.127;-43.6026;0;Bottom;TXT1
757;;;59.5058;-94.8136;0;Bottom;TXT1
758;;;7.24596;-16.0223;-90;Bottom;TXT2
759;;;90.4093;-46.66;0;Bottom;Via302
760;;;79.1012;-71.2795;-90;Bottom;TXT2
761;;;112.827;-14.6687;0;Bottom;Copper Fill94
762;;;62.4795;-90.0013;0;Bottom;blkr70
763;;;93.6975;-64.3555;0;Bottom;TXT1
764;;;108.427;-70.2739;0;Bottom;TXT1
765;;;69.0094;-44.3528;0;Bottom;TXT2
766;;THT;17.3843;-56.82;-90;Bottom;UART1
767;;;97.0581;-76.9848;0;Bottom;TXT1
768;;;108.407;-12.4335;0;Bottom;Copper Fill284
769;;;31.2032;-26.5547;0;Bottom;TXT1
770;;;40.6112;-84.962;0;Bottom;TXT2
771;;;113.612;-10.331;0;Bottom;TXT1
772;;;108.86;-73.6757;0;Bottom;TXT1
773;;;42.2529;-79.2736;0;Bottom;Copper Fill260
774;;3 mm [THT];113.904;-48.8663;180;Bottom;LED_3
775;;;114.135;-29.0324;0;Bottom;Copper Fill241
776;;;93.6975;-54.1249;0;Bottom;TXT1
777;;;98.6643;-86.03;0;Bottom;Via286
778;270k;THT;81.2018;-63.805;0;Bottom;270k?
779;;;76.0722;-94.6866;0;Bottom;TXT1
780;;;83.9888;-87.9451;0;Bottom;blkr68
781;;;68.2244;-5.2326;0;Bottom;Copper Fill236
782;;;26.9748;-26.0987;0;Bottom;Copper Fill197
783;;;13.7861;-74.6;90;Bottom;TXT1
784;;;81.4705;-6.274;0;Bottom;Copper Fill194
785;;;71.7726;-71.1677;90;Bottom;TXT1
786;;;16.5655;-74.2205;-90;Bottom;TXT1
787;;;112.021;-85.9242;0;Bottom;TXT1
788;;;4.3053;-47.1172;0;Bottom;Copper Fill146
789;;;28.9354;-16.1397;0;Top;blkr36
790;;;17.6595;-32.2162;0;Bottom;TXT1
791;100?F;100 mil [THT, electrolytic];75.8043;-79.045;0;Bottom;100uF
792;;;51.0393;-35.23;0;Bottom;Via346
793;;;29.5811;-82.1353;0;Bottom;TXT1
794;;THT;86.7898;-97.0155;-90;Bottom;J134
795;;THT;28.8143;-56.82;-90;Bottom;GPIO1
796;;;81.2987;-98.0668;0;Bottom;TXT1
797;;;15.2479;-67.4801;0;Top;blkr83
798;;;112.07;-33.6374;0;Top;blkr29
799;;;38.7425;-11.761;-90;Bottom;TXT1
800;;;33.4216;-46.1759;-90;Bottom;TXT2
801;;THT;73.8993;-8.8775;90;Bottom;S22
802;;;5.81311;-88.2878;0;Bottom;Via78
803;1?F;100 mil [THT, tantalum];111.717;-90.475;180;Bottom;1uF
804;;;75.1205;-44.12;0;Bottom;Copper Fill7
805;;THT;81.2018;-87.935;0;Bottom;UART275
806;;;88.6051;-64.5206;0;Bottom;blkr65
807;;;69.0876;-21.3165;0;Bottom;TXT1
808;;;82.0333;-40.2696;0;Top;blkr49
809;;;117.335;-15.8244;0;Bottom;Copper Fill133
810;;THT;99.9343;-10.465;90;Bottom;UART291
811;;;29.3686;-43.3285;-90;Bottom;TXT2
812;;;19.8471;-8.06817;0;Bottom;TXT2
813;;;59.4688;-98.1091;0;Bottom;TXT1
814;;;117.335;-35.8396;0;Bottom;Copper Fill130
815;;;14.9541;-13.1885;-90;Bottom;TXT2
816;;;74.1704;-21.4543;0;Bottom;TXT1
817;;THT;117.397;-38.0875;180;Bottom;UART268
818;;;28.396;-42.2124;-90;Bottom;TXT2
819;;;88.7666;-72.9546;0;Bottom;blkr64
820;;;21.4757;-41.58;0;Bottom;Copper Fill171
821;;THT;32.9418;-23.165;180;Bottom;UART303
822;;;35.4803;-32.2493;0;Bottom;TXT1
823;;;26.2128;-86.792;0;Bottom;Copper Fill206
824;;;112.389;-76.2581;0;Bottom;TXT1
825;;;113.76;-5.20863;0;Bottom;TXT1
826;;THT;66.2793;-8.8775;90;Bottom;S24
827;;;17.991;-66.4499;-90;Bottom;TXT1
828;;;118.364;-21.9331;0;Bottom;Copper Fill294
829;;3 mm [THT];73.5258;-53.6451;-90;Bottom;POWERING_OFF
830;;;85.0118;-81.585;0;Bottom;Via283
831;;;46.6745;-45.8915;-90;Bottom;TXT2
832;;;27.8126;-32.1115;0;Bottom;TXT1
833;;THT;13.5743;-20.9425;90;Bottom;J150
834;;;24.1808;-41.707;0;Bottom;Copper Fill220
835;;;108.407;-12.4335;0;Bottom;Copper Fill112
836;;;96.1243;-44.4375;0;Bottom;Via299
837;;;103.955;-35.31;-90;Bottom;TXT1
838;;;111.389;-43.1516;-90;Bottom;TXT1
839;;;85.4161;-49.896;0;Bottom;TXT1
840;;;15.9893;-2.21;0;Bottom;Copper Fill167
841;100nF;200 mil [THT, multilayer];4.9815;-16.4975;-90;Bottom;100nF
842;;;101.261;-91.1396;0;Bottom;TXT1
843;;;7.08309;-21.4616;0;Bottom;blkr73
844;;;4.05696;-47.8844;0;Bottom;TXT2
845;;;73.8505;-6.274;0;Bottom;Copper Fill184
846;;THT;72.9468;-57.1375;-90;Bottom;UART283
847;;;92.743;-3.30826;-90;Bottom;TXT1
848;10?F;100 mil [THT, tantalum];76.4393;-69.8375;90;Bottom;10uF
849;;;115.112;-53.8092;0;Bottom;TXT1
850;;;3.99889;-65.6698;0;Top;blkr2
851;;;108.803;-88.4642;0;Bottom;TXT1
852;;;67.7923;-81.7496;0;Bottom;TXT1
853;;;15.7129;-98.9405;0;Bottom;TXT1
854;;;118.364;-16.8531;0;Bottom;Copper Fill134
855;;THT;11.3518;-71.7425;90;Bottom;J190
856;;;32.8954;-32.2493;0;Bottom;TXT1
857;;;19.9009;-11.8874;0;Bottom;Copper Fill249
858;;;113.005;-36.8683;0;Bottom;Copper Fill29
859;;;111.978;-88.4924;0;Bottom;TXT1
860;;;57.5606;-56.7798;0;Top;blkr46
861;;;96.0237;-6.26199;0;Top;blkr53
862;;;88.1253;-92.8372;0;Bottom;Copper Fill154
863;;;30.1625;-94.9962;0;Bottom;Copper Fill60
864;;;67.5005;-1.5496;0;Bottom;Copper Fill239
865;;;43.4404;-56.5958;0;Bottom;TXT1
866;;;101.083;-53.9374;0;Bottom;blkr67
867;;;42.2529;-62.0524;0;Bottom;Copper Fill64
868;;;101.628;-79.6235;90;Bottom;TXT1
869;;THT;75.9948;-97.0155;-90;Bottom;J139
870;;ptc;116.762;-79.68;-90;Bottom;FUSE
871;;;43.087;-36.1662;0;Bottom;TXT1
872;;;41.8377;-22.1327;0;Bottom;IMG21
873;;;113.876;-37.9252;0;Bottom;TXT1
874;;;20.0657;-60.1504;-90;Bottom;TXT2
875;;THT;37.7043;-56.82;-90;Bottom;SPI1
876;;;83.1544;-74.3159;-90;Bottom;TXT1
877;;;76.434;-71.6589;-90;Bottom;IMG5
878;;;13.0302;-75.4382;0;Bottom;Copper Fill209
879;;;75.6349;-22.7276;-90;Bottom;TXT2
880;;THT;12.3043;-23.4825;-90;Bottom;J152
881;;;113.881;-3.3276;0;Bottom;Copper Fill246
882;;;26.6373;-32.5892;0;Bottom;blkr72
883;;;108.801;-76.3272;0;Bottom;Copper Fill192
884;;;26.3427;-0.779318;0;Bottom;TXT1
885;;;88.1253;-97.587;0;Bottom;Copper Fill150
886;;;52.324;-93.0531;0;Bottom;Copper Fill301
887;;;8.58163;-0.868766;0;Bottom;TXT1
888;;;116.785;-53.9171;0;Top;blkr19
889;;;20.7584;-92.8606;0;Bottom;TXT1
890;;THT;3.73182;-52.375;0;Bottom;SPI4
891;;THT;81.5193;-34.595;-90;Bottom;UART287
892;;;67.9374;-75.6583;-90;Bottom;TXT1
893;;;107.554;-40.3099;0;Bottom;Via342
894;;;114.795;-98.3236;0;Bottom;Copper Fill266
895;;;93.6975;-69.4355;0;Bottom;TXT1
896;;;62.7923;-80.5315;0;Bottom;TXT1
897;;;34.3599;-33.5226;-90;Bottom;TXT2
898;;;43.9497;-1.50082;0;Bottom;TXT1
899;;;79.3026;-21.4602;0;Bottom;TXT1
900;;;44.1816;-64.9014;0;Bottom;TXT1
901;;THT;39.9268;-40.6275;-90;Bottom;J189
902;;;2.96248;-24.9428;0;Bottom;TXT1
903;;;4.9657;-18.212;0;Bottom;Copper Fill145
904;;;30.8169;-69.548;0;Bottom;TXT1
905;;;4.3053;-28.5498;0;Bottom;Copper Fill270
906;;;33.3411;-18.1375;90;Bottom;TXT1
907;;;90.5256;-48.1277;0;Bottom;TXT1
908;;;6.1451;-98.9476;0;Bottom;TXT1
909;;;3.3909;-93.2944;0;Bottom;Copper Fill103
910;;;111.354;-5.2534;-90;Bottom;TXT1
911;;;102.629;-20.833;-90;Bottom;TXT1
912;;;70.5803;-73.2595;-90;Bottom;TXT1
913;;THT;30.2254;-95.9783;0;Bottom;UART235
914;10?F;200 mil [THT, tantalum];112.317;-97.1425;0;Bottom;10uF_50V
915;;;82.7405;-49.0222;0;Bottom;Copper Fill117
916;;;46.2718;-92.4203;0;Top;blkr9
917;;;74.168;-48.3618;0;Bottom;Copper Fill215
918;;;111.439;-10.3592;-90;Bottom;TXT1
919;;THT;56.1193;-31.7375;-90;Bottom;GPIO5
920;;;44.0309;-55.3722;0;Bottom;Copper Fill73
921;;;72.737;-51.7327;0;Top;blkr82
922;;;14.1659;-81.8172;0;Bottom;TXT1
923;;;44.0309;-55.3722;0;Bottom;Copper Fill263
924;100nF;200 mil [THT, multilayer];108.824;-74.6;-90;Bottom;100nF
925;;;57.7629;-72.5304;0;Bottom;TXT1
926;;;90.8452;-11.6373;-90;Bottom;TXT1
927;;;5.45028;-17.4904;0;Top;blkr40
928;;;113.005;-4.1531;0;Bottom;Copper Fill38
929;;;118.415;-41.9483;0;Bottom;Copper Fill291
930;;;76.0353;-97.9821;0;Bottom;TXT1
931;;;113.915;-53.0876;0;Bottom;TXT1
932;;;69.1832;-48.2775;0;Bottom;TXT1
933;;;6.89888;-13.114;-90;Bottom;TXT2
934;;;1.83367;-30.4197;-90;Bottom;TXT2
935;;;62.8811;-75.7759;-90;Bottom;TXT1
936;;;94.8946;-7.71987;-90;Bottom;TXT1
937;560;THT;106.121;-57.6184;-135;Bottom;560?
938;;;115.096;-63.9697;0;Bottom;TXT1
939;;;13.8557;-65.2528;0;Bottom;Copper Fill105
940;;;70.0405;-1.5496;0;Bottom;Copper Fill276
941;;;101.797;-40.23;0;Bottom;TXT1
942;;;85.2805;-49.0222;0;Bottom;Copper Fill285
943;;;7.2009;-19.5074;0;Bottom;Copper Fill250
944;;;81.5155;-51.2696;0;Bottom;TXT1
945;;;65.4205;-73.5181;-90;Bottom;TXT1
946;;;81.417;-17.2759;0;Bottom;TXT1
947;;THT;22.4643;-49.2;-90;Bottom;GPIO2
948;;;36.1376;-80.1563;0;Bottom;TXT4
949;;;97.3934;-4.13153;0;Bottom;TXT2
950;;;72.6678;-17.2666;0;Bottom;TXT1
951;;;78.9305;-1.5496;0;Bottom;Copper Fill304
952;;;66.4106;-75.3432;0;Bottom;TXT1
953;;;73.0002;-59.0705;0;Bottom;TXT2
954;;THT;85.0471;-70.4725;180;Bottom;UART305
955;;;83.0732;-66.6431;-90;Bottom;TXT1
956;;;100.155;-20.76;-90;Bottom;TXT1
957;;;58.9153;-20.6758;0;Bottom;Copper Fill163
958;;THT;117.397;-63.4875;180;Bottom;UART263
959;;;40.5724;-32.2552;0;Bottom;TXT1
