*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=steelsquid_PIIO_v1_0
*Date=11:00:53
*CreatedBy=Fritzing 0.9.2b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
960;;;3.27303;-5.73785;0;Bottom;TXT1
961;;;103.392;-50.3288;0;Bottom;TXT1
962;;;105.916;-1.31731;0;Bottom;TXT2
963;;;12.3437;-12.7146;-90;Bottom;TXT2
964;;;55.0815;-76.3404;0;Bottom;TXT1
965;;;21.688;-67.887;0;Bottom;TXT1
966;;;110.237;-74.6564;90;Bottom;TXT1
967;;;113.005;-21.9331;0;Bottom;Copper Fill244
968;;;57.4548;-65.1131;0;Bottom;Copper Fill107
969;;;118.364;-36.8683;0;Bottom;Copper Fill293
970;;;80.3047;-22.585;0;Bottom;TXT2
971;;;110.376;-91.4148;0;Bottom;Copper Fill80
972;;;57.404;-46.787;0;Bottom;Copper Fill218
973;;;113.005;-52.1083;0;Bottom;Copper Fill26
974;;;111.877;-72.7162;0;Bottom;TXT1
975;;THT;70.4068;-87.935;0;Bottom;UART273
976;;;97.3709;-17.0944;0;Bottom;Copper Fill4
977;;;38.7612;-59.4333;-90;Bottom;TXT2
978;;;110.82;-5.639;0;Bottom;Copper Fill235
979;;;4.4704;-30.3786;0;Bottom;Copper Fill222
980;;THT;117.397;-18.085;180;Bottom;UART279
981;;;78.1629;-57.0619;0;Top;blkr44
982;;;66.4718;-2.5783;0;Bottom;Copper Fill12
983;;;3.84007;-69.7787;0;Bottom;TXT1
984;;;39.2424;-88.6123;-90;Bottom;TXT1
985;;;80.1947;-49.9338;0;Bottom;TXT1
986;;;42.6466;-83.0582;0;Bottom;Copper Fill207
987;;;63.9953;-74.6;0;Bottom;Copper Fill98
988;;;114.256;-30.5748;180;Bottom;IMG6
989;;3 mm [THT];62.787;-52.7485;0;Bottom;POWER_IS_ON
990;;;54.6947;-34.2019;0;Top;blkr26
991;;;25.99;-28.0505;0;Bottom;TXT1
992;;;100.019;-14.3734;90;Bottom;IMG4
993;;;29.7031;-72.3596;-90;Bottom;TXT2
994;;;4.3053;-47.1172;0;Bottom;Copper Fill282
995;;;73.6092;-2.5783;0;Bottom;Copper Fill175
996;;;107.814;-97.9527;0;Bottom;TXT1
997;;;14.1346;-79.9578;0;Bottom;Via76
998;;;44.6311;-70.1321;0;Bottom;TXT1
999;;3 mm [THT];113.904;-5.96398;180;Bottom;OK
1000;;;61.8744;-54.6483;0;Bottom;Copper Fill32
1001;;;41.0103;-76.5554;0;Bottom;blkr71
1002;;;3.44963;-94.285;0;Bottom;Via270
1003;;;115.08;-18.6494;0;Bottom;TXT1
1004;;;25.0642;-32.3212;0;Bottom;TXT1
1005;;THT;110.412;-79.68;180;Bottom;IC1
1006;;;34.6984;-72.3703;-90;Bottom;TXT2
1007;;;31.8004;-35.2301;-90;Bottom;TXT2
1008;;;19.8694;-2.97123;0;Bottom;TXT2
1009;;;94.8542;-43.132;-90;Bottom;TXT1
1010;;;37.8457;-60.2633;-90;Bottom;TXT2
1011;;;105.645;-37.6053;0;Bottom;TXT1
1012;;THT;32.6243;-53.01;-90;Bottom;R_GPIO2
1013;;;62.8402;-59.0705;0;Bottom;TXT2
1014;;;34.5152;-46.0596;-90;Bottom;TXT2
1015;;;29.0159;-59.0376;0;Top;blkr6
1016;;;31.0289;-70.0129;0;Bottom;TXT1
1017;;;45.6143;-36.1781;0;Bottom;TXT1
1018;;;113.005;-16.8531;0;Bottom;Copper Fill31
1019;;;1.78762;-79.9578;0;Bottom;Via77
1020;;;55.2608;-73.4711;-90;Bottom;TXT1
1021;100nF;200 mil [THT, multilayer];73.1232;-65.4983;0;Bottom;100nF
1022;;;113.823;-17.8381;0;Bottom;TXT1
1023;;;40.2082;-70.4979;0;Bottom;Copper Fill87
1024;;;53.8614;-8.16291;-90;Bottom;TXT1
1025;;;28.9135;-60.1607;-90;Bottom;TXT2
1026;;;101.886;-37.6194;0;Bottom;TXT1
1027;;THT;86.9168;-87.935;0;Bottom;UART256
1028;;;28.4947;-12.907;0;Bottom;TXT1
1029;;THT;98.6643;-2.21;90;Bottom;UART293
1030;;;67.0979;-81.9798;0;Bottom;TXT1
1031;560;THT;106.121;-54.7609;-135;Bottom;560?
1032;;;18.5532;-20.7874;0;Bottom;TXT2
1033;;;35.2298;-95.9995;0;Bottom;Copper Fill57
1034;;;101.868;-42.6994;0;Bottom;TXT1
1035;;;66.5353;-26.4162;0;Bottom;Copper Fill191
1036;;;85.2805;-44.12;0;Bottom;Copper Fill5
1037;;;20.6381;-73.2927;-90;Bottom;TXT4
1038;;;103.365;-38.786;0;Bottom;Copper Fill49
1039;;THT;46.2768;-3.7975;90;Bottom;UART297
1040;;;33.4502;-42.6096;0;Bottom;TXT1
1041;;;105.504;-29.9289;0;Bottom;TXT1
1042;;;46.6747;-91.7752;-90;Bottom;TXT1
1043;;;49.5797;-92.6825;0;Bottom;TXT1
1044;;;111.34;-17.9197;-90;Bottom;TXT1
1045;;;61.3264;-40.1617;0;Bottom;TXT2
1046;;;20.9205;-59.4968;-90;Bottom;TXT2
1047;100nF;200 mil [THT, multilayer];103.744;-23.4825;180;Bottom;100nF
1048;;;114.011;-47.9865;0;Bottom;TXT1
1049;;;1.72091;-67.6856;0;Bottom;Via75
1050;;;19.9446;-16.3458;-90;Bottom;TXT2
1051;;;70.5461;-98.0244;0;Bottom;TXT1
1052;;;37.259;-72.7427;-90;Bottom;TXT2
1053;;THT;49.1343;-49.2;-90;Bottom;GPIO3
1054;;;31.1912;-95.9995;0;Bottom;Copper Fill62
1055;10?F;100 mil [THT, tantalum];14.8443;-42.85;180;Bottom;10uF
1056;;;107.131;-86.8614;0;Top;blkr15
1057;;;37.2872;-95.9995;0;Bottom;Copper Fill58
1058;;;66.5353;-52.8576;0;Bottom;Copper Fill34
1059;;;30.1801;-12.8131;-90;Bottom;TXT2
1060;;;16.9672;-42.9135;0;Bottom;Copper Fill90
1061;;;94.043;-74.4741;0;Bottom;TXT1
1062;;;8.49432;-75.5525;0;Bottom;Via266
1063;;;102.009;-45.2394;0;Bottom;TXT1
1064;;;99.9257;-4.10833;0;Bottom;TXT2
1065;;;68.0008;-53.6452;-90;Bottom;TXT1
1066;;THT;18.6543;-82.22;90;Bottom;UART238
1067;;;99.9345;-35.2299;0;Bottom;Via324
1068;;;102.057;-23.5587;0;Bottom;Copper Fill156
1069;;3 mm [THT];113.904;-38.6665;180;Bottom;LED_1
1070;;;113.038;-71.4552;0;Top;blkr22
1071;;;3.52791;-70.9449;0;Bottom;TXT1
1072;;ptc;104.062;-79.68;-90;Bottom;FUSE
1073;;;112.915;-1.3227;0;Bottom;TXT2
1074;;;70.266;-76.3639;0;Bottom;TXT1
1075;;;56.4827;-11.6213;-90;Bottom;TXT1
1076;;;90.2259;-32.5138;0;Bottom;TXT1
1077;;;26.3545;-60.2061;-90;Bottom;TXT2
1078;;;40.205;-49.059;0;Bottom;TXT1
1079;;;20.6098;-76.253;0;Top;blkr5
1080;;;113.005;-62.2683;0;Bottom;Copper Fill24
1081;10?F;100 mil [THT, tantalum];110.729;-14.5925;-180;Bottom;10uF
1082;;;78.6893;-81.6555;0;Bottom;TXT1
1083;;;115.159;-48.6823;0;Bottom;TXT1
1084;;;86.4362;-5.1183;0;Bottom;Copper Fill307
1085;;;58.9153;-18.7962;0;Bottom;Copper Fill164
1086;;;22.5601;-12.9543;-90;Bottom;TXT2
1087;;;5.19183;-94.3419;0;Bottom;IMG22
1088;;;90.6653;-95.5296;0;Bottom;Copper Fill47
1089;;;17.5254;-64.9104;0;Bottom;TXT1
1090;;THT;76.1218;-87.935;0;Bottom;UART276
1091;;;55.4139;-45.1584;-90;Bottom;TXT2
1092;;;116.374;-91.3075;0;Bottom;TXT1
1093;;;32.9692;-21.641;0;Bottom;Copper Fill223
1094;;;71.6153;-58.217;0;Bottom;Copper Fill138
1095;;THT;114.222;-33.0075;0;Bottom;J161
1096;;;90.6653;-92.8372;0;Bottom;Copper Fill50
1097;;;90.1788;-29.9924;0;Bottom;TXT1
1098;;THT;18.7108;-73.4147;0;Bottom;UART306
1099;;;62.6994;-53.3791;0;Bottom;TXT1
1100;;;88.1253;-83.1344;0;Bottom;Copper Fill190
1101;;;81.7072;-8.81837;-90;Bottom;TXT2
1102;;;0.918264;-29.0051;90;Bottom;TXT1
1103;;;61.3994;-48.2594;0;Bottom;TXT1
1104;;;50.2666;-93.0531;0;Bottom;Copper Fill170
1105;;;56.0705;-34.7982;0;Bottom;Copper Fill160
1106;;;61.8341;-3.4802;0;Bottom;Hole110
1107;;THT;117.397;-5.385;180;Bottom;UART284
1108;;DIP (Dual Inline) [THT];95.4893;-65.71;0;Bottom;IC2
1109;;;27.5837;-12.7144;-90;Bottom;TXT2
1110;;;87.3762;-55.9933;-90;Bottom;TXT1
1111;;;16.1968;-0.856647;0;Bottom;TXT1
1112;;;23.5769;-0.892207;0;Bottom;TXT1
1113;;;45.042;-99.0828;0;Bottom;TXT1
1114;;THT;23.4521;-23.4825;90;Bottom;J156
1115;;THT;13.5038;-8.2425;90;Bottom;J147
1116;;;95.4187;-69.7619;0;Top;blkr57
1117;;;22.0478;-72.4846;-90;Bottom;TXT2
1118;;;56.7309;-50.7748;0;Bottom;Copper Fill75
1119;;;10.5048;-60.1421;-90;Bottom;TXT2
1120;;;34.8996;-88.5827;0;Bottom;Copper Fill70
1121;;ksa_sealed_tac_switch;69.1368;-42.5325;-90;Bottom;S17
1122;;;58.9345;-21.4212;0;Bottom;TXT1
1123;;;104.752;-70.7698;0;Bottom;blkr61
1124;47;THT;90.7268;-11.735;90;Bottom;47?
1125;;;50.4044;-42.85;0;Bottom;Via318
1126;;;60.8818;-11.735;0;Bottom;Via312
1127;;;1.84642;-81.9193;0;Bottom;TXT1
1128;;;115.159;-5.87852;0;Bottom;TXT1
1129;;;41.1261;-42.639;0;Bottom;TXT1
1130;;;17.5821;-60.1504;-90;Bottom;TXT2
1131;;;13.1064;-63.551;0;Bottom;Copper Fill211
1132;;;42.2591;-68.1793;0;Bottom;TXT1
1133;;;118.364;-57.1883;0;Bottom;Copper Fill126
1134;;;54.8513;-97.0536;0;Bottom;Copper Fill63
1135;;;100.178;-77.2035;0;Bottom;Copper Fill76
1136;;;117.335;-3.1244;0;Bottom;Copper Fill278
1137;;;11.7727;-39.4119;-90;Bottom;TXT2
1138;;;27.8065;-22.4293;0;Top;blkr38
1139;;;33.909;-21.9331;0;Bottom;Copper Fill20
1140;;;95.6205;-42.2452;0;Top;blkr25
1141;;;94.2194;-42.2149;0;Bottom;Pad3
1142;;THT;65.1998;-97.0155;-90;Bottom;J137
1143;;;51.513;-11.6199;-90;Bottom;TXT1
1144;;;50.4267;-60.6524;-90;Bottom;TXT2
1145;;;67.4116;-38.7987;0;Bottom;Copper Fill124
1146;;3 mm [THT];113.904;-43.7465;180;Bottom;LED_2
1147;;;46.7353;-8.30374;-90;Bottom;TXT1
1148;;DIP (Dual Inline) [THT];31.6718;-34.2775;90;Bottom;IC10
1149;;;36.041;-42.5532;0;Bottom;TXT1
1150;;;15.4386;-88.2454;0;Bottom;Via7
1151;;;30.3046;-36.1487;0;Bottom;TXT1
1152;;THT;91.9968;-87.935;0;Bottom;UART255
1153;;;45.6569;-89.2686;0;Bottom;IMG16
1154;;;103.607;-43.612;0;Bottom;Copper Fill214
1155;;;3.34528;-23.2946;0;Bottom;TXT1
1156;;;56.7474;-68.4235;0;Bottom;TXT1
1157;;;3.05006;-16.5743;90;Bottom;TXT1
1158;;;37.9984;-88.5827;0;Bottom;Copper Fill71
1159;;;101.867;-47.85;0;Bottom;TXT1
1160;;;114.751;-98.2753;0;Bottom;TXT1
1161;;;86.7405;-94.7995;0;Bottom;TXT1
1162;;;113.005;-62.2683;0;Bottom;Copper Fill243
1163;;;59.4868;-38.7987;0;Bottom;Copper Fill122
1164;;;17.018;-3.2387;0;Bottom;Copper Fill168
1165;;;118.364;-47.0791;0;Bottom;Copper Fill128
1166;;;90.255;-37.6104;0;Bottom;TXT1
1167;;;42.1319;-81.574;90;Bottom;TXT1
1168;;;18.3156;-59.5462;-90;Bottom;TXT2
1169;;;28.9646;-44.8583;-90;Bottom;TXT2
1170;;;24.5581;-88.3158;-90;Bottom;TXT1
1171;;;30.2366;-21.675;0;Bottom;TXT1
1172;;;107.554;-25.0699;0;Bottom;Via337
1173;;THT;54.8846;-95.9783;0;Bottom;UART244
1174;;;107.554;-45.3899;0;Bottom;Via335
1175;;;94.234;-96.5583;0;Bottom;Copper Fill149
1176;;;113.005;-21.9331;0;Bottom;Copper Fill30
1177;10?F;100 mil [THT, tantalum];85.9643;-78.0925;90;Bottom;10uF
1178;;THT;23.7343;-82.22;90;Bottom;UART237
1179;;;109.973;-52.9092;0;Top;blkr20
1180;;;24.4027;-42.0999;0;Bottom;TXT1
1181;;;103.365;-40.6656;0;Bottom;Copper Fill48
1182;;;52.4826;-40.5218;0;Bottom;TXT1
1183;;;35.7383;-11.496;0;Bottom;TXT1
1184;;THT;62.7868;-57.1375;-90;Bottom;UART281
1185;;;107.554;-32.6899;0;Bottom;Via340
1186;;;63.3515;-61.8597;0;Bottom;TXT2
1187;;;19.3401;-59.8659;-90;Bottom;TXT2
1188;;;14.4986;-48.9978;0;Bottom;TXT1
1189;;;111.389;-38.0716;-90;Bottom;TXT1
1190;;;79.1972;-75.5779;0;Bottom;Copper Fill101
1191;;;105.236;-24.8988;0;Bottom;TXT1
1192;;;22.6568;-3.2387;0;Bottom;Copper Fill43
1193;;;67.8081;-72.652;0;Bottom;TXT1
1194;;;87.9202;-49.846;0;Bottom;TXT1
1195;;;26.9798;-88.2878;0;Bottom;Via79
1196;;;85.2805;-6.274;0;Bottom;Copper Fill198
1197;;;97.0134;-69.2941;0;Bottom;TXT1
1198;;;63.0936;-73.6983;0;Bottom;Copper Fill99
1199;;THT;1.82682;-60.3282;0;Bottom;J61
1200;;;113.005;-41.9483;0;Bottom;Copper Fill28
1201;10nF;200 mil [THT, multilayer];75.8043;-75.5525;0;Bottom;10nF
1202;10nF;200 mil [THT, multilayer];57.6738;-74.7022;-27.3723;Bottom;10nF
1203;;;50.4067;-87.5932;0;Bottom;TXT1
1204;;;107.554;-30.1499;0;Bottom;Via341
1205;;;75.1205;-49.0222;0;Bottom;Copper Fill114
1206;;;23.8851;-45.3554;-90;Bottom;TXT2
1207;560;THT;106.121;-63.3334;-135;Bottom;560?
1208;;;47.9626;-60.3478;-90;Bottom;TXT2
1209;;;76.7553;-21.4543;0;Bottom;TXT1
1210;;;42.2529;-62.0524;0;Bottom;Copper Fill259
1211;;;54.8513;-94.9962;0;Bottom;Copper Fill258
1212;;;27.7246;-15.8696;-90;Bottom;TXT2
1213;;;36.4957;-90.9148;0;Bottom;TXT1
1214;;;32.9057;-20.9044;0;Bottom;Copper Fill18
1215;;THT;61.1993;-35.865;90;Bottom;J165
1216;;;39.2527;-98.9679;0;Bottom;TXT1
1217;;;116.982;-31.3711;0;Bottom;TXT1
1218;;;93.2053;-97.587;0;Bottom;Copper Fill147
1219;;;2.77932;-11.735;0;Bottom;Via316
1220;;;109.499;-90.5131;0;Bottom;Copper Fill82
1221;;;91.4803;-3.69519;-90;Bottom;TXT1
1222;;;78.9305;-1.5496;0;Bottom;Copper Fill195
1223;;;41.3981;-1.48925;0;Bottom;TXT1
1224;;ksa_sealed_tac_switch;61.1993;-42.5325;-90;Bottom;S18
1225;;;105.767;-14.4385;-90;Bottom;TXT1
1226;;;32.8954;-36.0923;0;Bottom;TXT1
1227;;;89.3863;-81.6555;0;Bottom;TXT1
1228;;;90.286;-40.3288;0;Bottom;TXT1
1229;;;36.0553;-15.037;0;Bottom;Copper Fill16
1230;;;16.0909;-43.7898;0;Bottom;Copper Fill88
1231;;3 mm [THT];68.4458;-53.6451;-90;Bottom;LOW_BAT
1232;;;66.9422;-93.8878;0;Bottom;TXT1
1233;;;96.1243;-46.66;0;Bottom;Via300
1234;;;32.9057;-20.9044;0;Bottom;Copper Fill242
1235;;;107.493;-81.0135;0;Bottom;Copper Fill183
1236;;;49.1236;-5.1056;0;Bottom;Copper Fill231
1237;;;119.443;-43.1645;-90;Bottom;TXT2
1238;;;64.3745;-66.0629;0;Bottom;TXT1
1239;;;25.1664;-15.8882;-90;Bottom;TXT1
1240;;;82.7405;-44.12;0;Bottom;Copper Fill10
1241;;;64.0309;-8.92767;-90;Bottom;TXT1
1242;;;23.7109;-55.3722;0;Bottom;Copper Fill72
1243;;;8.21218;-20.7896;0;Bottom;TXT2
1244;;;55.1053;-77.3686;0;Bottom;Copper Fill109
1245;;;52.3092;-29.0684;-90;Bottom;TXT1
1246;;;113.005;-4.1531;0;Bottom;Copper Fill247
1247;;;105.395;-7.74443;-90;Bottom;TXT1
1248;;;16.9164;-88.2779;0;Bottom;Copper Fill68
1249;;;86.8172;-79.3879;0;Bottom;Copper Fill267
1250;;;38.9509;-50.7748;0;Bottom;Copper Fill74
1251;;;51.9351;-44.4585;-90;Bottom;TXT2
1252;;;93.6972;-56.6649;0;Bottom;TXT1
1253;;;107.554;-47.9299;0;Bottom;Via333
1254;;THT;23.4521;-26.0225;90;Bottom;J157
1255;;;100.96;-93.7282;0;Bottom;TXT1
1256;;;85.0392;-2.5783;0;Bottom;Copper Fill203
1257;;;80.2387;-29.5229;0;Bottom;TXT2
1258;;;105.697;-35.0797;0;Bottom;TXT1
1259;;;94.0501;-66.8246;0;Bottom;TXT1
1260;;;4.05718;-80.0187;-90;Bottom;TXT1
1261;;;31.0955;-68.4716;0;Bottom;TXT1
1262;;;83.1355;-69.2172;-90;Bottom;TXT1
1263;;;118.415;-62.2683;0;Bottom;Copper Fill287
1264;;;82.7405;-49.0222;0;Bottom;Copper Fill286
1265;;;113.862;-42.9488;0;Bottom;TXT1
1266;;THT;81.0748;-97.0155;-90;Bottom;J140
1267;;;28.7853;-25.8214;0;Bottom;TXT2
1268;10nF;200 mil [THT, multilayer];65.911;-67.4268;11.4842;Bottom;10nF
1269;;;44.795;-20.1989;0;Bottom;TXT2
