*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=steelsquid_IO_v1_0
*Date=09:59:53
*CreatedBy=Fritzing 0.9.1b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
475;;;78.3167;-13.7105;0;Bottom;Via199
476;;;117.006;-82.2802;0;Bottom;TXT2
477;;;84.4296;-30.9247;0;Bottom;Copper Fill170
478;;;21.9594;-10.4531;0;Bottom;IMG18
479;;;51.5419;-87.035;0;Bottom;TXT1
480;;;118.385;-16.3512;0;Bottom;TXT1
481;;;19.8967;-34.0305;0;Bottom;Via222
482;;;48.4717;-8.63053;0;Bottom;Via250
483;;;42.1779;-42.1821;0;Bottom;TXT2
484;;;113.307;-16.0556;0;Bottom;TXT1
485;;;34.6798;-5.70966;0;Bottom;TXT1
486;;;6.7818;-37.4271;0;Bottom;Copper Fill24
487;;;40.2371;-32.1262;0;Bottom;TXT1
488;;;46.6761;-81.4926;0;Bottom;TXT2
489;;;60.5012;-19.3404;0;Bottom;TXT1
490;;;86.3446;-33.2717;-90;Bottom;TXT2
491;;;19.963;-98.0915;0;Bottom;Pad32
492;;;47.9181;-28.2033;0;Bottom;TXT1
493;;;21.8605;-78.798;0;Bottom;TXT2
494;;;63.4295;-27.5685;0;Bottom;TXT2
495;;;62.4713;-84.252;0;Bottom;Copper Fill5
496;;;48.9655;-11.0154;0;Bottom;TXT1
497;;;81.0822;-9.9991;0;Bottom;TXT1
498;;;45.9105;-63.7034;0;Bottom;Copper Fill183
499;;;80.01;-5.40842;0;Top;blkr29
500;;;75.7767;-21.3305;0;Bottom;Via192
501;;;115.71;-40.3354;0;Bottom;Copper Fill194
502;;;87.5992;-0.68577;0;Bottom;TXT1
503;;;61.7784;-17.4782;90;Bottom;IMG15
504;;;16.0027;-22.1765;90;Bottom;TXT1
505;;;113.242;-14.3455;0;Bottom;Via244
506;;;32.1921;-75.3714;-90;Bottom;TXT1
507;;;54.5982;-73.5064;0;Bottom;TXT2
508;;;13.6144;-72.8347;0;Bottom;Copper Fill71
509;;;33.03;-19.4935;0;Bottom;TXT1
510;;;83.5914;-41.9991;0;Bottom;Copper Fill150
511;;;22.7542;-38.4756;0;Top;Pad25
512;;;69.8029;-5.45556;0;Top;blkr25
513;;;53.8338;-92.239;90;Bottom;IMG12
514;;;1.22287;-39.2753;0;Top;blkr19
515;;;80.2513;-24.7652;0;Bottom;Copper Fill22
516;;THT;17.9917;-14.9806;0;Bottom;UART149
517;;;110.906;-52.2388;-90;Bottom;TXT1
518;;;46.733;-45.2766;0;Bottom;Pad59
519;;;101.892;-35.5094;0;Bottom;Copper Fill158
520;;;56.0917;-30.2206;0;Bottom;Via166
521;;;93.3704;-50.8891;0;Bottom;Copper Fill40
522;;;30.6705;-65.9132;0;Bottom;Copper Fill138
523;;;35.2266;-17.4473;0;Bottom;TXT1
524;;;9.6901;-97.1298;0;Bottom;Copper Fill147
525;;;5.73856;-74.3176;0;Bottom;IMG21
526;;;117.272;-4.4579;0;Bottom;Copper Fill212
527;;;100.542;-14.3455;0;Bottom;Via234
528;;;21.0039;-6.83494;90;Bottom;TXT1
529;;;77.723;-27.8028;-90;Bottom;TXT1
530;;;6.61468;-67.4739;0;Bottom;TXT2
531;;;113.363;-41.3729;0;Bottom;TXT2
532;;THT;112.254;-26.4106;90;Bottom;J140
533;;;13.5001;-3.1752;0;Bottom;Copper Fill27
534;;;84.7859;-50.9515;-90;Bottom;TXT2
535;;;47.0841;-4.12705;0;Bottom;Pad38
536;;;49.7417;-84.8306;0;Bottom;Via18
537;;;8.93705;-84.713;0;Top;Pad5
538;;;88.3158;-86.1443;0;Bottom;Copper Fill54
539;;;6.98455;-27.6923;-90;Bottom;TXT1
540;;;103.069;-19.9492;0;Bottom;TXT1
541;;;105.626;-19.9785;0;Bottom;TXT1
542;;;95.3445;-24.9502;0;Bottom;TXT2
543;;;81.8408;-80.2002;0;Bottom;TXT1
544;;;13.6847;-11.3174;-90;Bottom;TXT1
545;;THT;95.4617;-92.5211;0;Bottom;UART179
546;;;56.5345;-35.5418;-90;Bottom;TXT2
547;;;8.13544;-57.043;0;Bottom;TXT2
548;;;84.7012;-64.3998;0;Bottom;TXT1
549;;;38.9326;-78.4806;-90;Bottom;IMG14
550;;;50.5206;-11.2143;0;Bottom;Copper Fill63
551;;;47.8074;-46.61;-90;Bottom;TXT2
552;;;28.4699;-17.333;0;Bottom;TXT1
553;;;118.516;-60.0331;0;Bottom;Copper Fill52
554;;;7.8613;-48.692;0;Bottom;Copper Fill191
555;;;36.4529;-78.3795;-90;Bottom;TXT1
556;;THT;115.711;-69.3083;0;Bottom;UART220
557;;;111.735;-63.0303;0;Bottom;Copper Fill156
558;;THT;74.0128;-89.0286;180;Bottom;UART234
559;;;99.8728;-7.1503;0;Bottom;Copper Fill15
560;;;5.15556;-9.71533;0;Bottom;TXT1
561;;;93.9165;-2.8704;0;Bottom;Copper Fill115
562;;;76.1746;-42.3547;0;Bottom;Copper Fill60
563;;;42.1719;-69.0047;0;Bottom;TXT2
564;;;119.05;-70.5995;0;Bottom;Copper Fill192
565;;;100.94;-79.3879;0;Bottom;Copper Fill93
566;;;42.3326;-1.24812;0;Bottom;TXT2
567;;;22.4945;-88.5826;0;Bottom;IMG20
568;;;14.2546;-71.4588;90;Bottom;TXT2
569;;;72.4592;-37.8795;0;Bottom;TXT1
570;;;11.7692;-92.4581;0;Bottom;TXT1
571;;;53.935;-93.9265;0;Bottom;TXT2
572;;;42.3164;-60.1347;0;Bottom;Copper Fill167
573;;;78.8053;-57.1793;0;Bottom;TXT2
574;;;50.4439;-38.5498;0;Bottom;TXT1
575;;;33.9137;-30.5263;-90;Bottom;TXT2
576;;;105.673;-16.0556;0;Bottom;TXT1
577;;;47.8367;-13.7105;0;Bottom;Via189
578;;;89.8016;-17.0549;0;Bottom;TXT2
579;;;75.1205;-43.4342;0;Bottom;Copper Fill58
580;;;108.162;-14.3455;0;Bottom;Via245
581;;;41.7242;-86.1487;0;Bottom;TXT2
582;;;42.7819;-32.1262;0;Bottom;TXT1
583;;;60.5367;-21.3305;0;Bottom;Via184
584;;;12.2767;-15.2981;0;Bottom;Via125
585;;THT;73.982;-83.8248;180;Bottom;UART239
586;;;9.69822;-75.7079;0;Bottom;IMG1
587;;;62.483;-27.9436;-90;Bottom;TXT1
588;;;82.7405;-15.4942;0;Bottom;Copper Fill81
589;;;100.541;-19.8927;0;Bottom;TXT1
590;;;111.434;-41.2526;0;Bottom;TXT1
591;;;10.7525;-21.456;-90;Bottom;TXT2
592;;THT;84.7372;-62.2528;180;Bottom;J117
593;;;55.833;-83.9604;90;Bottom;TXT2
594;;;84.1022;-99.0593;0;Bottom;blkr4
595;;;19.9161;-28.1644;0;Bottom;TXT1
596;;;99.956;-75.9699;0;Bottom;TXT2
597;;;102.588;-62.4364;-90;Bottom;TXT2
598;;;28.3696;-70.3226;-90;Bottom;TXT1
599;;;50.3767;-34.0305;0;Bottom;Via202
600;;;15.1453;-14.8839;0;Bottom;TXT1
601;;;52.9029;-89.8656;-90;Bottom;IMG13
602;;;78.859;-59.9203;0;Bottom;TXT2
603;;;93.3329;-72.9844;-90;Bottom;TXT1
604;;;69.8895;-39.0638;0;Bottom;TXT1
605;;3 mm [THT];88.209;-7.07847;-90;Bottom;ERROR17
606;;;108.801;-35.5094;0;Bottom;Copper Fill160
607;;;42.8038;-73.1889;0;Top;blkr21
608;;;63.3589;-91.4628;0;Bottom;Via12
609;;;108.218;-16.0556;0;Bottom;TXT1
610;220;THT;43.8856;-88.6308;-90;Bottom;4k7
611;;;35.2756;-9.7613;0;Bottom;TXT1
612;;;70.6967;-21.3305;0;Bottom;Via179
613;;;90.5228;-26.975;0;Bottom;Via163
614;;;70.7691;-15.4469;0;Bottom;TXT1
615;;;91.8861;-33.3477;-90;Bottom;IMG6
616;;;81.1657;-2.8704;0;Bottom;Copper Fill113
617;;;47.7625;-38.5732;0;Bottom;TXT1
618;;;89.1117;-69.5906;0;Bottom;Via113
619;;;13.7818;-62.2762;0;Top;blkr20
620;;;109.946;-93.6946;0;Bottom;TXT1
621;;;78.5332;-62.3045;0;Bottom;TXT2
622;;;64.5264;-19.5006;0;Bottom;TXT2
623;;;50.9293;-62.6408;0;Bottom;TXT2
624;;;114.371;-56.0792;0;Top;blkr45
625;;;57.6437;-94.8107;0;Bottom;TXT2
626;;;5.22394;-69.6259;0;Bottom;TXT2
627;;;86.5955;-93.1327;0;Bottom;TXT2
628;;;31.0417;-31.6208;-90;Bottom;TXT1
629;;;102.18;-81.662;0;Bottom;TXT1
630;;;78.0158;-62.1785;0;Bottom;TXT2
631;;;51.9049;-93.3452;0;Bottom;Copper Fill157
632;;;12.3331;-32.0973;0;Top;blkr47
633;;;81.8092;-71.8131;0;Bottom;Via122
634;;;41.4867;-74.6705;0;Bottom;Via251
635;;;86.7128;-27.0456;0;Top;Pad7
636;;;35.4094;-44.349;-90;Bottom;TXT2
637;;;57.3617;-26.4105;0;Bottom;Via133
638;;;35.152;-28.1974;0;Bottom;TXT1
639;;;100.542;-21.9655;0;Bottom;Via242
640;;;88.2244;-72.8055;-90;Bottom;TXT1
641;;;61.4612;-98.0748;0;Bottom;TXT1
642;;THT;99.7184;-92.5211;0;Bottom;UART129
643;;;20.227;-70.6337;0;Bottom;TXT2
644;;;55.6605;-79.7912;-90;Bottom;TXT1
645;;;28.4699;-14.8153;0;Bottom;TXT1
646;;3 mm [THT];63.7352;-72.5159;90;Bottom;ERROR3
647;;;4.58606;-1.78664;0;Bottom;TXT2
648;;;45.2967;-13.7105;0;Bottom;Via182
649;;;50.3767;-13.7105;0;Bottom;Via193
650;;;78.2618;-15.3058;0;Bottom;TXT1
651;;THT;106.257;-96.8956;-90;Bottom;UART139
652;;;32.0949;-70.2662;-90;Bottom;TXT1
653;;;114.278;-86.9669;90;Bottom;TXT1
654;;;113.26;-19.9785;0;Bottom;TXT1
655;;;111.735;-60.4903;0;Bottom;Copper Fill129
656;;;15.7576;-88.2878;0;Bottom;Via4
657;;;107.254;-51.7682;0;Bottom;TXT2
658;;;119.202;-9.5379;0;Bottom;Copper Fill216
659;;;30.4293;-90.1222;0;Bottom;Pad45
660;;;36.3617;-68.5224;180;Bottom;IMG13
661;;;102.025;-87.364;90;Bottom;TXT1
662;;;99.3367;-24.2194;0;Bottom;TXT1
663;;;65.0735;-31.4011;-90;Bottom;TXT1
664;;;21.4055;-1.57632;0;Bottom;TXT1
665;;;55.4989;-26.4764;90;Bottom;IMG12
666;;;99.6723;-90.1292;0;Bottom;TXT2
667;;;63.2459;-98.9992;0;Bottom;TXT2
668;;;86.808;-78.5664;0;Bottom;TXT2
669;;;7.1501;-97.1298;0;Bottom;Copper Fill122
670;;;103.082;-21.9655;0;Bottom;Via241
671;;;72.0907;-42.0479;0;Bottom;TXT1
672;;;48.7893;-70.7461;-0.999999;Bottom;IMG20
673;;;32.5967;-26.4105;0;Bottom;Via204
674;;;31.9157;-94.0393;0;Bottom;TXT1
675;;;60.5367;-13.7105;0;Bottom;Via187
676;;;62.4713;-86.2332;0;Bottom;Copper Fill4
677;;;85.9847;-77.6892;0;Bottom;TXT2
678;;;93.0464;-19.332;-90;Bottom;TXT1
679;;;117.348;-88.6843;0;Bottom;Copper Fill65
680;;;12.6428;-71.3656;180;Bottom;IMG12
681;;THT;22.4367;-57.5256;-90;Bottom;PCM
682;;;43.3705;-63.7034;0;Bottom;Copper Fill188
683;;;78.8525;-44.7229;0;Bottom;TXT2
684;;;86.5049;-86.049;180;Bottom;IMG8
685;;;78.1747;-57.9109;0;Bottom;Pad42
686;;3 mm [THT];74.2805;-7.07819;90;Bottom;ERROR10
687;;;75.2536;-27.8028;-90;Bottom;TXT1
688;;;88.192;-18.0709;0;Bottom;TXT2
689;;;27.6578;-31.4797;-90;Bottom;TXT1
690;;;110.63;-40.3354;0;Bottom;Copper Fill159
691;;;108.61;-44.7931;0;Bottom;Copper Fill145
692;;;8.8773;-86.2586;0;Bottom;Copper Fill107
693;;;110.702;-21.9655;0;Bottom;Via224
694;;;19.263;-7.40292;0;Bottom;TXT1
695;;;72.108;-83.3768;-90;Bottom;TXT2
696;;THT;117.066;-58.5839;180;Bottom;J135
697;;;119.284;-79.9096;90;Bottom;TXT2
698;;;26.1339;-6.97746;90;Bottom;TXT1
699;;;75.2755;-53.1769;-90;Bottom;TXT1
700;;;37.465;-71.5647;0;Bottom;Copper Fill97
701;;;46.1944;-19.7896;-90;Bottom;TXT1
702;;;47.084;-5.87887;0;Bottom;TXT2
703;;;100.482;-79.3384;0;Bottom;TXT2
704;;THT;77.3994;-92.5211;0;Bottom;UART180
705;;;108.171;-19.9785;0;Bottom;TXT1
706;;;99.3421;-67.6385;-90;Bottom;IMG12
707;;;109.479;-73.1317;-90;Bottom;TXT1
708;;THT;41.4867;-23.8706;90;Bottom;UART185
709;;;119.304;-37.4779;0;Bottom;Copper Fill102
710;;;27.5167;-34.0305;0;Bottom;Via201
711;;;91.7928;-30.2206;0;Bottom;Via151
712;;;83.5914;-47.0791;0;Bottom;Copper Fill38
713;;THT;28.1517;-98.1656;90;Bottom;J130
714;;;91.2114;-50.8891;0;Bottom;Copper Fill39
715;;;87.8417;-21.9655;0;Bottom;Via237
716;;THT;115.782;-32.8311;-90;Bottom;S1
717;;;20.1564;-72.4651;0;Bottom;Pad56
718;;;12.7588;-81.784;0;Bottom;TXT1
719;;;81.8092;-69.5906;0;Bottom;Via123
720;;;73.0608;-71.651;0;Bottom;TXT1
721;;;39.6621;-12.2938;0;Bottom;Copper Fill61
722;;;31.498;-3.7897;-90;Bottom;TXT1
723;;THT;115.711;-51.8106;0;Bottom;UART218
724;;THT;23.7067;-49.9056;-90;Bottom;GPIO
725;;;23.001;-23.8848;-90;Bottom;IMG12
726;;;113.17;-40.3354;0;Bottom;Copper Fill181
727;;;14.5796;-4.2547;0;Bottom;Copper Fill28
728;;;99.5145;-70.6475;0;Bottom;TXT2
729;;;87.4057;-50.8667;-90;Bottom;TXT2
730;;;64.9525;-27.9439;-90;Bottom;TXT1
731;;;79.2214;-38.1087;0;Bottom;TXT2
732;;;88.0745;-74.7524;0;Bottom;Copper Fill18
733;;THT;79.9394;-3.90333;-90;Bottom;UART202
734;;;85.7914;-29.5806;-90;Bottom;TXT2
735;;THT;41.4867;-49.9056;-90;Bottom;UART168
736;;THT;89.8172;-44.4728;180;Bottom;J106
737;;3 mm [THT];41.1693;-44.8816;0;Bottom;ERROR2
738;;;33.2105;-63.8304;0;Bottom;Copper Fill110
739;;THT;40.9736;-11.1706;90;Bottom;UART198
740;;;92.9217;-21.9655;0;Bottom;Via225
741;;;37.493;-38.7203;0;Bottom;TXT1
742;;;108.162;-21.9655;0;Bottom;Via233
743;;;87.8417;-14.3455;0;Bottom;Via240
744;;;42.7567;-34.0305;0;Bottom;Via209
745;;THT;92.71;-3.90333;-90;Bottom;UART206
746;;;88.5462;-39.6564;0;Bottom;TXT1
747;;;59.9948;-50.0128;0;Bottom;Copper Fill1
748;;;4.6101;-99.0602;0;Bottom;Copper Fill33
749;;;94.1578;-79.3879;0;Bottom;Copper Fill90
750;;;74.1403;-46.8883;0;Bottom;TXT2
751;;DIP (Dual Inline) [THT];108.726;-5.59667;-90;Bottom;DIP>
752;;;99.6294;-69.2621;0;Bottom;TXT2
753;;;73.3308;-15.435;0;Bottom;TXT1
754;;;97.7462;-61.0141;0;Bottom;TXT2
755;;;30.2164;-76.0928;-90;Bottom;TXT1
756;;;44.3089;-82.22;0;Bottom;Via28
757;;;15.9718;-85.0032;0;Bottom;TXT1
758;;;63.0767;-21.3305;0;Bottom;Via178
759;;;82.6785;-41.8362;0;Bottom;TXT1
760;;THT;89.2528;-33.3956;90;Bottom;J132
761;;THT;12.2767;-4.18556;90;Bottom;UART155
762;;;49.7417;-87.3706;0;Bottom;Via111
763;;;82.7786;-67.5007;0;Bottom;Copper Fill105
764;;;105.189;-42.0177;-90;Bottom;TXT2
765;;;54.3101;-84.0493;0;Bottom;Pad36
766;;;72.5529;-57.0379;90;Bottom;TXT1
767;;;40.2336;-46.7743;0;Bottom;Copper Fill9
768;;;67.5217;-43.5556;0;Bottom;Via152
769;;;33.8526;-72.7655;0;Bottom;Via37
770;;;87.9382;-19.3474;-90;Bottom;TXT1
771;;;95.4165;-73.1437;-90;Bottom;TXT2
772;;;110.779;-16.0438;0;Bottom;TXT1
773;;;10.233;-94.1277;0;Bottom;TXT1
774;;3 mm [THT];83.241;-9.05375;90;Bottom;ERROR13
775;;;8.21045;-29.0892;-90;Bottom;TXT1
776;;;102.53;-42.0163;-90;Bottom;TXT2
777;220;THT;112.607;-88.6406;0;Bottom;100k
778;;;111.719;-86.8822;90;Bottom;TXT1
779;;;56.9333;-61.1765;-90;Bottom;TXT2
780;;;77.4584;-79.4094;0;Top;Pad17
781;;;74.1202;-47.8428;0;Bottom;TXT2
782;;;31.5939;-93.0288;0;Bottom;TXT1
783;;THT;13.4761;-63.8756;-90;Bottom;J119
784;;;22.4367;-26.4105;0;Bottom;Via216
785;;;114.843;-92.5211;0;Bottom;TXT2
786;;;51.8223;-79.8477;-90;Bottom;TXT1
787;;;82.4335;-78.1279;0;Bottom;Pad58
788;;;42.1545;-39.9286;0;Bottom;TXT1
789;;;52.9167;-13.7105;0;Bottom;Via180
790;;;77.1623;-48.9567;0;Bottom;TXT2
791;;;94.8008;-53.2248;0;Bottom;TXT2
792;;;37.6767;-26.4105;0;Bottom;Via205
793;;;116.958;-80.0093;0;Bottom;Pad34
794;;;32.6238;-60.8648;-90;Bottom;TXT2
795;;;94.8267;-65.7805;0;Bottom;Via91
796;;;83.9089;-68.631;0;Bottom;Copper Fill103
797;;;75.3746;-31.26;-90;Bottom;TXT1
798;;;30.1874;-60.8086;-90;Bottom;TXT2
799;;;27.2796;-75.3747;0;Bottom;Copper Fill67
800;;;69.8859;-57.0472;90;Bottom;TXT1
801;;;88.6741;-27.0267;90;Bottom;IMG12
802;;THT;89.3798;-75.7712;90;Bottom;UART159
803;;;97.0153;-83.49;0;Bottom;Copper Fill46
804;;;112.255;-35.5094;0;Bottom;Copper Fill182
805;;;53.0003;-46.0542;-90;Bottom;TXT2
806;;;17.0179;-97.9962;90;Bottom;TXT2
807;;;82.6926;-47.0573;0;Bottom;TXT1
808;;;40.8172;-30.2247;0;Bottom;TXT2
809;;;111.735;-70.5995;0;Bottom;Copper Fill199
810;;;97.3738;-48.1024;0;Bottom;TXT2
811;;;82.644;-5.45556;0;Top;blkr11
812;;;23.9889;-66.4155;0;Bottom;Via33
813;;THT;94.3187;-33.3814;90;Bottom;J131
814;;;36.4067;-74.6705;0;Bottom;Via253
815;;;21.1667;-23.8705;0;Bottom;Via104
816;56;THT;66.1812;-65.7101;-108.109;Bottom;47
817;;THT;3.76767;-39.2658;0;Bottom;J62
818;;;115.358;-59.4306;0;Top;blkr48
819;;;6.95632;-32.6594;-90;Bottom;TXT1
820;;;34.018;-90.0506;90;Bottom;TXT2
821;;;57.3617;-87.3706;0;Bottom;Via20
822;;;85.2799;-19.3824;-90;Bottom;TXT1
823;;;11.4554;-72.8347;0;Bottom;Copper Fill70
824;;;78.9267;-54.6636;0;Bottom;TXT2
825;;;67.2785;-77.9228;-90;Bottom;TXT2
826;;;61.2422;-81.5497;0;Bottom;TXT2
827;;;84.106;-1.27726;0;Bottom;TXT2
828;;;70.8251;-70.2717;0;Bottom;TXT1
829;;;52.9167;-18.7906;0;Bottom;Via167
830;;;67.2395;-37.943;0;Bottom;TXT1
831;;;23.9889;-71.7778;0;Bottom;Via32
832;;;50.4896;-18.7386;-90;Bottom;TXT1
833;;;103.025;-79.1627;0;Bottom;TXT2
834;;;110.732;-19.9667;0;Bottom;TXT1
835;;;6.81566;-30.1078;0;Bottom;TXT1
836;;;100.272;-77.6071;0;Bottom;TXT2
837;;;86.2965;-2.8704;0;Bottom;Copper Fill140
838;;3 mm [THT];39.0027;-15.9329;90;Bottom;ERROR12
839;;;119.202;-4.4579;0;Bottom;Copper Fill213
840;;;47.8367;-18.7906;0;Bottom;Via164
841;;THT;42.1217;-71.4956;90;Bottom;J60
842;;;36.3601;-70.4344;0;Bottom;Copper Fill96
843;;THT;13.5467;-44.8256;0;Bottom;UART227
844;;;36.4346;-19.2661;-90;Bottom;TXT1
845;;THT;7.90222;-42.4738;0;Bottom;UART221
846;;;19.8501;-27.5338;0;Bottom;Copper Fill80
847;2.2k;0805 [SMD];75.6841;-10.2951;-147.014;Bottom;R6
848;;;45.8327;-83.4281;-90;Bottom;IMG13
849;;;39.3446;-3.5943;0;Bottom;Copper Fill75
850;;;110.196;-48.6531;0;Bottom;Pad57
851;;;119.202;-12.0779;0;Bottom;Copper Fill217
852;;;93.2744;-5.40842;0;Top;blkr31
853;;;82.7382;-8.08954;0;Top;blkr13
854;;;107.047;-26.2555;0;Bottom;TXT1
855;;;57.3617;-84.8306;0;Bottom;Via17
856;;3 mm [THT];69.2005;-7.07819;90;Bottom;ERROR9
857;;THT;109.432;-39.1811;90;Bottom;J133
858;;;105.907;-91.303;0;Bottom;IMG17
859;;;71.3613;-85.0648;0;Bottom;Copper Fill57
860;;;95.6028;-79.3272;0;Top;Pad18
861;;;89.8172;-63.5228;0;Bottom;Via97
862;;;12.5942;-70.2255;0;Bottom;Via269
863;;THT;118.251;-51.8106;0;Bottom;UART216
864;;;75.811;-19.3698;0;Bottom;TXT1
865;;;55.2965;-23.8163;-90;Bottom;IMG13
866;;;25.6117;-21.9656;0;Top;Pad22
867;;;66.4786;-74.7945;0;Bottom;TXT1
868;;;86.6521;-28.245;0;Bottom;Copper Fill171
869;;;88.1944;-5.40842;0;Top;blkr30
870;;;95.8144;-5.40842;0;Top;blkr32
871;;;70.3961;-79.4768;0;Bottom;Copper Fill6
872;;;69.7326;-0.686052;0;Bottom;TXT1
873;;;35.1221;-21.6035;0;Bottom;TXT1
874;;;97.0153;-85.649;0;Bottom;Copper Fill45
875;;;107.456;-30.785;0;Bottom;TXT2
876;;;97.8721;-0.629326;0;Bottom;TXT1
877;;;92.9005;-20.9552;0;Bottom;Copper Fill187
878;;THT;33.1792;-13.7106;0;Bottom;UART147
879;;;74.1179;-94.9287;-90;Bottom;TXT2
880;;;45.1222;-11.0716;0;Bottom;TXT1
881;;;46.9392;-60.1347;0;Bottom;Copper Fill162
882;;;16.9984;-22.1874;0;Bottom;TXT2
883;;;42.7563;-21.5516;0;Bottom;TXT1
884;;;45.2414;-38.6788;0;Bottom;TXT1
885;;;55.5787;-27.9205;0;Bottom;TXT2
886;;;64.5829;-18.5225;0;Bottom;TXT2
887;;;19.8815;-46.6893;-90;Bottom;TXT2
888;;;105.622;-21.9655;0;Bottom;Via247
889;220;THT;54.0799;-72.5499;26.9453;Bottom;4k7
890;;;118.351;-15.6974;0;Bottom;Copper Fill218
891;;;4.46851;-6.51387;0;Bottom;TXT2
892;;;10.9525;-93.8422;0;Bottom;TXT1
893;;;75.7767;-13.7105;0;Bottom;Via198
894;;3 mm [THT];97.1712;-7.07819;90;Bottom;ERROR16
895;;;30.0567;-36.5705;0;Bottom;Via126
896;;;97.7028;-40.3313;0;Bottom;TXT1
897;;;72.8132;-74.7174;90;Bottom;TXT2
898;;;62.7948;-6.47859;0;Bottom;TXT2
899;;THT;101.953;-32.8311;-90;Bottom;S8
900;;THT;87.63;-3.90333;-90;Bottom;UART208
901;;;116.746;-10.6295;0;Top;blkr42
902;;;50.5167;-46.153;-90;Bottom;TXT2
903;;;22.4779;-46.1868;-90;Bottom;TXT2
904;;;92.5216;-79.1861;0;Bottom;TXT2
905;;;24.9301;-56.1342;0;Bottom;Copper Fill84
906;;;83.5914;-57.2899;0;Bottom;Copper Fill123
907;;;107.412;-98.7359;0;Bottom;TXT2
908;;;104.41;-24.2352;0;Bottom;TXT1
909;;;21.7835;-14.9974;0;Bottom;IMG4
910;;;65.6769;-15.441;0;Bottom;TXT1
911;;;107.531;-53.6196;0;Bottom;Copper Fill142
912;;THT;2.11667;-28.9506;180;Bottom;UART151
913;;THT;51.6467;-98.1656;90;Bottom;J129
914;;;52.3288;-6.0248;0;Bottom;IMG14
915;;;24.0498;-69.0626;-90;Bottom;TXT2
916;;THT;84.7372;-57.2433;180;Bottom;J113
917;;;25.7048;-77.9147;0;Bottom;Copper Fill131
918;;THT;4.65667;-28.9506;180;Bottom;UART161
919;;;92.3869;-25.07;0;Bottom;Via162
920;;;50.7746;-87.4143;0;Bottom;Copper Fill66
921;;;27.9772;-75.1081;0;Bottom;TXT1
922;;;36.4067;-71.4956;0;Top;Pad9
923;;3 mm [THT];92.131;-7.07819;90;Bottom;ERROR15
924;;;35.2756;-12.4142;0;Bottom;TXT1
925;;;116.084;-41.3256;0;Bottom;TXT2
926;;;4.65647;-4.18575;0;Bottom;Hole109
927;;;55.604;-84.9276;-90;Bottom;TXT1
928;;;88.8557;-19.0305;0;Bottom;TXT2
929;;THT;112.854;-66.7683;0;Bottom;UART226
930;;;10.4215;-92.4735;0;Bottom;TXT1
931;;;50.444;-32.098;0;Bottom;TXT1
932;;;39.6051;-17.8262;0;Top;blkr17
933;;THT;118.416;-8.1838;0;Bottom;J134
934;220;THT;46.214;-90.8886;-108.109;Bottom;10k
935;;;112.509;-1.0162;0;Bottom;Copper Fill205
936;;;69.6435;-98.6248;0;Bottom;TXT2
937;;;109.45;-75.6435;-90;Bottom;TXT1
938;;;74.0671;-77.3775;-90;Bottom;TXT2
939;;;118.351;-1.067;0;Bottom;Copper Fill210
940;;;3.5306;-98.1839;0;Bottom;Copper Fill35
941;;THT;52.9167;-11.1706;90;Bottom;UART199
942;;;94.3454;-45.7035;0;Bottom;TXT2
943;;;58.6317;-75.9405;0;Bottom;Via23
944;;;64.9374;-54.1741;-90;Bottom;TXT1
945;;;71.3994;-78.4735;0;Bottom;Copper Fill8
946;;;32.5612;-32.0969;0;Bottom;TXT1
947;;;41.7068;-15.9895;0;Bottom;Copper Fill12
948;;;97.6757;-58.4035;0;Bottom;TXT2
949;;;83.7565;-2.0576;0;Bottom;Copper Fill168
950;;;93.3704;-55.9691;0;Bottom;Copper Fill151
951;;;93.5509;-26.9291;0;Bottom;TXT2
952;;THT;83.3967;-29.5856;0;Bottom;UART225
953;;;60.8189;-94.0028;0;Bottom;Via11
954;;THT;70.0617;-63.6639;180;Bottom;J121
955;;;12.2301;-99.0602;0;Bottom;Copper Fill172
956;;;105.269;-98.8711;0;Bottom;blkr6
957;;;74.7863;-0.629326;0;Bottom;TXT1
958;;;50.3218;-28.0622;0;Bottom;TXT1
959;;;17.3101;-25.3748;0;Bottom;Copper Fill136
960;;;84.7989;-98.836;0;Bottom;TXT2
961;;;94.2893;-58.4035;0;Bottom;TXT2
962;;;101.177;-67.6856;0;Top;Pad15
963;;;71.3613;-87.2238;0;Bottom;Copper Fill56
964;;;108.552;-91.3652;0;Bottom;TXT1
965;;;64.4923;-64.9513;-90;Bottom;TXT1
966;;;9.63952;-57.4247;-90;Bottom;TXT2
967;;THT;25.6117;-14.9806;0;Bottom;UART148
968;;;23.9439;-69.1571;0;Bottom;IMG13
969;;;33.2317;-77.8455;0;Bottom;Via54
970;;;42.3164;-62.6747;0;Bottom;Copper Fill189
971;;;7.61767;-54.4451;-90;Bottom;TXT1
972;;;108.61;-47.3331;0;Bottom;Copper Fill120
973;;;21.7311;-83.6664;0;Bottom;TXT2
974;;;116.837;-86.9943;90;Bottom;TXT1
975;;;106.915;-42.0045;-90;Bottom;Pad55
976;;;108.458;-90.3196;0;Bottom;TXT1
